location_name,level,cause_group,cause_name,pct_s,pct_ms,pct_m,prop_s
Eastern Mediterranean,3,Neglected tropical diseases and malaria,Dengue,0.0,0.0001,0.0001,0.0
Eastern Mediterranean,3,Neglected tropical diseases and malaria,Onchocerciasis,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Neglected tropical diseases and malaria,Malaria,0.0,0.0,0.0,0.372
Eastern Mediterranean,3,Neglected tropical diseases and malaria,Cysticercosis,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Neglected tropical diseases and malaria,Cystic echinococcosis,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Neglected tropical diseases and malaria,Schistosomiasis,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Neglected tropical diseases and malaria,African trypanosomiasis,0.0,0.0,0.0,
Eastern Mediterranean,3,Neglected tropical diseases and malaria,Zika virus,0.0,0.0,0.0,
Eastern Mediterranean,3,Neglected tropical diseases and malaria,Chagas disease,0.0,0.0,0.0,
Eastern Mediterranean,3,Neglected tropical diseases and malaria,Ebola,0.0,0.0,0.0,
Eastern Mediterranean,3,Neglected tropical diseases and malaria,Food-borne trematodiases,0.0,0.0,0.0,
Eastern Mediterranean,3,Neoplasms,Breast cancer,0.0,0.0001,0.0001,0.0469
Eastern Mediterranean,3,Neoplasms,Prostate cancer,0.0,0.0001,0.0001,0.0
Eastern Mediterranean,3,Neoplasms,Bladder cancer,0.0,0.0,0.0,0.0386
Eastern Mediterranean,3,Neoplasms,Colon and rectum cancer,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Neoplasms,"Tracheal, bronchus, and lung cancer",0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Neoplasms,Ovarian cancer,0.0,0.0,0.0,0.0657
Eastern Mediterranean,3,Neoplasms,Other non-Hodgkin lymphoma,0.0,0.0,0.0,0.076
Eastern Mediterranean,3,Neoplasms,Stomach cancer,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Neoplasms,Lip and oral cavity cancer,0.0,0.0,0.0,0.114
Eastern Mediterranean,3,Neoplasms,Cervical cancer,0.0,0.0,0.0,0.0933
Eastern Mediterranean,3,Neoplasms,Brain and central nervous system cancer,0.0,0.0,0.0,0.1222
Eastern Mediterranean,3,Neoplasms,Uterine cancer,0.0,0.0,0.0,0.0481
Eastern Mediterranean,3,Neoplasms,Malignant neoplasm of bone and articular cartilage,0.0,0.0,0.0,0.0284
Eastern Mediterranean,3,Neoplasms,Larynx cancer,0.0,0.0,0.0,0.0769
Eastern Mediterranean,3,Neoplasms,Esophageal cancer,0.0,0.0,0.0,0.1351
Eastern Mediterranean,3,Neoplasms,Other malignant neoplasms,0.0,0.0,0.0,0.1338
Eastern Mediterranean,3,Neoplasms,Thyroid cancer,0.0,0.0,0.0,0.0361
Eastern Mediterranean,3,Neoplasms,Pancreatic cancer,0.0,0.0,0.0,0.1611
Eastern Mediterranean,3,Neoplasms,Acute lymphoid leukemia,0.0,0.0,0.0,0.0964
Eastern Mediterranean,3,Neoplasms,Kidney cancer,0.0,0.0,0.0,0.0737
Eastern Mediterranean,3,Neoplasms,Liver cancer due to hepatitis C,0.0,0.0,0.0,0.1587
Eastern Mediterranean,3,Neoplasms,Soft tissue and other extraosseous sarcomas,0.0,0.0,0.0,0.0507
Eastern Mediterranean,3,Neoplasms,Acute myeloid leukemia,0.0,0.0,0.0,0.1389
Eastern Mediterranean,3,Neoplasms,Multiple myeloma,0.0,0.0,0.0,0.0769
Eastern Mediterranean,3,Neoplasms,Chronic lymphoid leukemia,0.0,0.0,0.0,0.0404
Eastern Mediterranean,3,Neoplasms,Testicular cancer,0.0,0.0,0.0,0.0526
Eastern Mediterranean,3,Neoplasms,Other leukemia,0.0,0.0,0.0,0.0431
Eastern Mediterranean,3,Neoplasms,Hodgkin lymphoma,0.0,0.0,0.0,0.0955
Eastern Mediterranean,3,Neoplasms,Gallbladder and biliary tract cancer,0.0,0.0,0.0,0.156
Eastern Mediterranean,3,Neoplasms,Other pharynx cancer,0.0,0.0,0.0,0.1586
Eastern Mediterranean,3,Neoplasms,Nasopharynx cancer,0.0,0.0,0.0,0.0938
Eastern Mediterranean,3,Neoplasms,Liver cancer due to hepatitis B,0.0,0.0,0.0,0.1565
Eastern Mediterranean,3,Neoplasms,Malignant skin melanoma,0.0,0.0,0.0,0.105
Eastern Mediterranean,3,Neoplasms,Chronic myeloid leukemia,0.0,0.0,0.0,0.1503
Eastern Mediterranean,3,Neoplasms,Liver cancer due to NASH,0.0,0.0,0.0,0.1581
Eastern Mediterranean,3,Neoplasms,Liver cancer due to alcohol use,0.0,0.0,0.0,0.1582
Eastern Mediterranean,3,Neoplasms,Neuroblastoma and other peripheral nervous cell tumors,0.0,0.0,0.0,0.0176
Eastern Mediterranean,3,Neoplasms,Other eye cancers,0.0,0.0,0.0,0.0395
Eastern Mediterranean,3,Neoplasms,Liver cancer due to other causes,0.0,0.0,0.0,0.1568
Eastern Mediterranean,3,Neoplasms,Mesothelioma,0.0,0.0,0.0,0.1101
Eastern Mediterranean,3,Neoplasms,Hepatoblastoma,0.0,0.0,0.0,0.0245
Eastern Mediterranean,3,Neoplasms,Retinoblastoma,0.0,0.0,0.0,0.009
Eastern Mediterranean,3,Neoplasms,Burkitt lymphoma,0.0,0.0,0.0,0.0392
Eastern Mediterranean,3,Neoplasms,Non-melanoma skin cancer (squamous-cell carcinoma),0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Neurological disorders,Migraine,0.0,0.0162,0.0162,0.0
Eastern Mediterranean,3,Neurological disorders,Idiopathic epilepsy,0.0013,0.0025,0.0011,0.5396
Eastern Mediterranean,3,Neurological disorders,Tension-type headache,0.0,0.0017,0.0017,0.0
Eastern Mediterranean,3,Neurological disorders,Alzheimer's disease and other dementias,0.0,0.0015,0.0015,0.0
Eastern Mediterranean,3,Neurological disorders,Parkinson's disease,0.0,0.0002,0.0002,0.0
Eastern Mediterranean,3,Neurological disorders,Multiple sclerosis,0.0,0.0002,0.0002,0.1525
Eastern Mediterranean,3,Neurological disorders,Motor neuron disease,0.0,0.0,0.0,0.1575
Eastern Mediterranean,3,Neurological disorders,Other neurological disorders,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Nutritional deficiencies,Iodine deficiency,0.0,0.0003,0.0003,0.0
Eastern Mediterranean,3,Nutritional deficiencies,Vitamin A deficiency,0.0,0.0003,0.0003,0.0
Eastern Mediterranean,3,Nutritional deficiencies,Protein-energy malnutrition,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Other infectious diseases,Meningitis,0.0,0.0003,0.0002,0.0303
Eastern Mediterranean,3,Other infectious diseases,Encephalitis,0.0,0.0002,0.0002,0.0371
Eastern Mediterranean,3,Other infectious diseases,Other unspecified infectious diseases,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Other infectious diseases,Tetanus,0.0,0.0,0.0,0.3361
Eastern Mediterranean,3,Other non-communicable diseases,Other gynecological diseases,0.0,0.0076,0.0076,0.0
Eastern Mediterranean,3,Other non-communicable diseases,Congenital musculoskeletal and limb anomalies,0.0,0.0017,0.0017,0.0
Eastern Mediterranean,3,Other non-communicable diseases,Endometriosis,0.0,0.0006,0.0006,0.0
Eastern Mediterranean,3,Other non-communicable diseases,Other congenital birth defects,0.0,0.0006,0.0006,0.0
Eastern Mediterranean,3,Other non-communicable diseases,Other chromosomal abnormalities,0.0,0.0002,0.0002,0.037
Eastern Mediterranean,3,Other non-communicable diseases,Congenital heart anomalies,0.0,0.0002,0.0002,0.0
Eastern Mediterranean,3,Other non-communicable diseases,Neural tube defects,0.0,0.0001,0.0001,0.0718
Eastern Mediterranean,3,Other non-communicable diseases,Urogenital congenital anomalies,0.0,0.0001,0.0001,0.0
Eastern Mediterranean,3,Other non-communicable diseases,Sickle cell disorders,0.0,0.0001,0.0001,0.0551
Eastern Mediterranean,3,Other non-communicable diseases,Down syndrome,0.0,0.0001,0.0001,0.0002
Eastern Mediterranean,3,Other non-communicable diseases,Thalassemias,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Other non-communicable diseases,Uterine fibroids,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Other non-communicable diseases,Other hemoglobinopathies and hemolytic anemias,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Other non-communicable diseases,G6PD deficiency,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Other non-communicable diseases,Thyroid diseases,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Other non-communicable diseases,Digestive congenital anomalies,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Respiratory infections and tuberculosis,COVID-19,0.0003,0.0074,0.0071,0.0393
Eastern Mediterranean,3,Respiratory infections and tuberculosis,Drug-susceptible tuberculosis,0.0,0.0011,0.0011,0.0
Eastern Mediterranean,3,Respiratory infections and tuberculosis,Multidrug-resistant tuberculosis without extensive drug resistance,0.0,0.0001,0.0001,0.0
Eastern Mediterranean,3,Respiratory infections and tuberculosis,Otitis media,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Respiratory infections and tuberculosis,Upper respiratory infections,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Respiratory infections and tuberculosis,Lower respiratory infections,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Respiratory infections and tuberculosis,Extensively drug-resistant tuberculosis,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Sense organ diseases,Cataract,0.0,0.0041,0.0041,0.0
Eastern Mediterranean,3,Sense organ diseases,Age-related and other hearing loss,0.0,0.0037,0.0037,0.0
Eastern Mediterranean,3,Sense organ diseases,Other vision loss,0.0,0.0018,0.0018,0.0
Eastern Mediterranean,3,Sense organ diseases,Refraction disorders,0.0,0.0018,0.0018,0.0
Eastern Mediterranean,3,Sense organ diseases,Glaucoma,0.0,0.0006,0.0006,0.0
Eastern Mediterranean,3,Sense organ diseases,Age-related macular degeneration,0.0,0.0004,0.0004,0.0
Eastern Mediterranean,3,Skin and subcutaneous diseases,Urticaria,0.0,0.0024,0.0024,0.0
Eastern Mediterranean,3,Skin and subcutaneous diseases,Atopic dermatitis,0.0001,0.0009,0.0008,0.1611
Eastern Mediterranean,3,Skin and subcutaneous diseases,Psoriasis,0.0003,0.0008,0.0004,0.4359
Eastern Mediterranean,3,Skin and subcutaneous diseases,Contact dermatitis,0.0,0.0007,0.0007,0.0
Eastern Mediterranean,3,Skin and subcutaneous diseases,Acne vulgaris,0.0,0.0005,0.0005,0.0
Eastern Mediterranean,3,Substance use disorders,Opioid use disorders,0.0009,0.0016,0.0007,0.5517
Eastern Mediterranean,3,Substance use disorders,Alcohol use disorders,0.0004,0.0009,0.0006,0.3884
Eastern Mediterranean,3,Substance use disorders,Cannabis use disorders,0.0,0.0001,0.0001,0.0
Eastern Mediterranean,3,Substance use disorders,Amphetamine use disorders,0.0,0.0001,0.0001,0.0111
Eastern Mediterranean,3,Substance use disorders,Cocaine use disorders,0.0,0.0,0.0,0.0554
Europe,3,Cardiovascular diseases,Other cardiovascular and circulatory diseases,0.0,0.0052,0.0052,0.0
Europe,3,Cardiovascular diseases,Atrial fibrillation and flutter,0.0,0.0051,0.0051,0.0
Europe,3,Cardiovascular diseases,Ischemic stroke,0.0011,0.0049,0.0038,0.2166
Europe,3,Cardiovascular diseases,Ischemic heart disease,0.0,0.0015,0.0015,0.0
Europe,3,Cardiovascular diseases,Hypertensive heart disease,0.0,0.0007,0.0007,0.0
Europe,3,Cardiovascular diseases,Intracerebral hemorrhage,0.0002,0.0006,0.0005,0.2625
Europe,3,Cardiovascular diseases,Subarachnoid hemorrhage,0.0001,0.0004,0.0003,0.234
Europe,3,Cardiovascular diseases,Other cardiomyopathy,0.0,0.0003,0.0003,0.0
Europe,3,Cardiovascular diseases,Non-rheumatic calcific aortic valve disease,0.0,0.0002,0.0002,0.0
Europe,3,Cardiovascular diseases,Non-rheumatic degenerative mitral valve disease,0.0,0.0002,0.0002,0.0
Europe,3,Cardiovascular diseases,Alcoholic cardiomyopathy,0.0,0.0001,0.0001,0.0
Europe,3,Cardiovascular diseases,Rheumatic heart disease,0.0,0.0001,0.0001,0.0
Europe,3,Cardiovascular diseases,Endocarditis,0.0,0.0,0.0,0.0
Europe,3,Cardiovascular diseases,Pulmonary Arterial Hypertension,0.0,0.0,0.0,0.0
Europe,3,Cardiovascular diseases,Myocarditis,0.0,0.0,0.0,0.0
Europe,3,Cardiovascular diseases,Other non-rheumatic valve diseases,0.0,0.0,0.0,0.0
Europe,3,Chronic respiratory diseases,Chronic obstructive pulmonary disease,0.0,0.0059,0.0059,0.0
Europe,3,Chronic respiratory diseases,Interstitial lung disease and pulmonary sarcoidosis,0.0,0.0002,0.0002,0.0
Europe,3,Chronic respiratory diseases,Asbestosis,0.0,0.0,0.0,0.0396
Europe,3,Chronic respiratory diseases,Silicosis,0.0,0.0,0.0,0.0472
Europe,3,Chronic respiratory diseases,Other pneumoconiosis,0.0,0.0,0.0,0.0084
Europe,3,Chronic respiratory diseases,Coal workers pneumoconiosis,0.0,0.0,0.0,0.0265
Europe,3,Diabetes and kidney diseases,Diabetes mellitus type 2,0.0,0.0012,0.0012,0.0
Europe,3,Diabetes and kidney diseases,Chronic kidney disease due to other and unspecified causes,0.0005,0.0007,0.0003,0.6444
Europe,3,Diabetes and kidney diseases,Chronic kidney disease due to diabetes mellitus type 2,0.0001,0.0005,0.0004,0.1319
Europe,3,Diabetes and kidney diseases,Chronic kidney disease due to hypertension,0.0001,0.0003,0.0002,0.3723
Europe,3,Diabetes and kidney diseases,Chronic kidney disease due to glomerulonephritis,0.0002,0.0002,0.0,0.9734
Europe,3,Diabetes and kidney diseases,Diabetes mellitus type 1,0.0,0.0001,0.0001,0.0
Europe,3,Diabetes and kidney diseases,Chronic kidney disease due to diabetes mellitus type 1,0.0001,0.0001,0.0,0.9098
Europe,3,Digestive diseases,Ulcerative colitis,0.0,0.0005,0.0005,0.0
Europe,3,Digestive diseases,Pancreatitis,0.0,0.0004,0.0004,0.0
Europe,3,Digestive diseases,Crohn's disease,0.0,0.0004,0.0004,0.0
Europe,3,Digestive diseases,"Inguinal, femoral, and abdominal hernia",0.0,0.0003,0.0003,0.0
Europe,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to alcohol use,0.0,0.0002,0.0002,0.0
Europe,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to other causes,0.0,0.0001,0.0001,0.0
Europe,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to hepatitis C,0.0,0.0001,0.0001,0.0
Europe,3,Digestive diseases,Vascular intestinal disorders,0.0,0.0001,0.0001,0.0
Europe,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to NAFLD,0.0,0.0001,0.0001,0.0
Europe,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to hepatitis B,0.0,0.0001,0.0001,0.0
Europe,3,Digestive diseases,Peptic ulcer disease,0.0,0.0,0.0,0.0
Europe,3,Digestive diseases,Gastritis and duodenitis,0.0,0.0,0.0,0.0
Europe,3,Enteric infections,Diarrheal diseases,0.0,0.0,0.0,0.0
Europe,3,HIV/AIDS and sexually transmitted infections,HIV/AIDS resulting in other diseases,0.0001,0.0002,0.0002,0.252
Europe,3,HIV/AIDS and sexually transmitted infections,Other sexually transmitted infections,0.0,0.0,0.0,0.0
Europe,3,HIV/AIDS and sexually transmitted infections,HIV/AIDS - Drug-susceptible Tuberculosis,0.0,0.0,0.0,0.0
Europe,3,HIV/AIDS and sexually transmitted infections,Syphilis,0.0,0.0,0.0,0.2427
Europe,3,HIV/AIDS and sexually transmitted infections,Chlamydial infection,0.0,0.0,0.0,0.0
Europe,3,HIV/AIDS and sexually transmitted infections,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,0.0,0.0,0.0,0.0
Europe,3,HIV/AIDS and sexually transmitted infections,Gonococcal infection,0.0,0.0,0.0,0.0
Europe,3,HIV/AIDS and sexually transmitted infections,HIV/AIDS - Extensively drug-resistant Tuberculosis,0.0,0.0,0.0,0.0
Europe,3,Injuries,injuries,0.0,0.0108,0.0108,0.0
Europe,3,Maternal and neonatal disorders,Neonatal preterm birth,0.0006,0.0019,0.0013,0.3227
Europe,3,Maternal and neonatal disorders,Neonatal sepsis and other neonatal infections,0.0003,0.0009,0.0006,0.3533
Europe,3,Maternal and neonatal disorders,Neonatal encephalopathy due to birth asphyxia and trauma,0.0003,0.0008,0.0005,0.3535
Europe,3,Maternal and neonatal disorders,Hemolytic disease and other neonatal jaundice,0.0,0.0001,0.0001,0.349
Europe,3,Maternal and neonatal disorders,Maternal obstructed labor and uterine rupture,0.0,0.0,0.0,
Europe,3,Mental disorders,Major depressive disorder,0.0042,0.0117,0.0075,0.3562
Europe,3,Mental disorders,Anxiety disorders,0.0,0.0105,0.0105,0.0
Europe,3,Mental disorders,Bipolar disorder,0.0,0.0038,0.0038,0.0
Europe,3,Mental disorders,Schizophrenia,0.0028,0.0028,0.0,1.0
Europe,3,Mental disorders,Autism spectrum disorders,0.0,0.0028,0.0028,0.0
Europe,3,Mental disorders,Conduct disorder,0.0,0.0022,0.0022,0.0
Europe,3,Mental disorders,Bulimia nervosa,0.0,0.0022,0.0022,0.0
Europe,3,Mental disorders,Other mental disorders,0.0,0.0015,0.0015,0.0
Europe,3,Mental disorders,Anorexia nervosa,0.0,0.0007,0.0007,0.0
Europe,3,Mental disorders,Idiopathic developmental intellectual disability,0.0,0.0002,0.0002,0.0
Europe,3,Musculoskeletal disorders,Low back pain,0.0,0.0384,0.0384,0.0
Europe,3,Musculoskeletal disorders,Other musculoskeletal disorders,0.003,0.0085,0.0055,0.3496
Europe,3,Musculoskeletal disorders,Neck pain,0.0,0.0075,0.0075,0.0
Europe,3,Musculoskeletal disorders,Osteoarthritis knee,0.0,0.0061,0.0061,0.0
Europe,3,Musculoskeletal disorders,Osteoarthritis hand,0.0,0.0035,0.0035,0.0
Europe,3,Musculoskeletal disorders,Osteoarthritis other,0.0,0.0012,0.0012,0.0
Europe,3,Musculoskeletal disorders,Osteoarthritis hip,0.0,0.001,0.001,0.0
Europe,3,Musculoskeletal disorders,Gout,0.0001,0.0009,0.0008,0.1291
Europe,3,Musculoskeletal disorders,Rheumatoid arthritis,0.0003,0.0007,0.0005,0.384
Europe,3,Neglected tropical diseases and malaria,Cysticercosis,0.0,0.0005,0.0005,0.0
Europe,3,Neglected tropical diseases and malaria,Cystic echinococcosis,0.0,0.0,0.0,0.0
Europe,3,Neglected tropical diseases and malaria,Chagas disease,0.0,0.0,0.0,0.0
Europe,3,Neglected tropical diseases and malaria,African trypanosomiasis,0.0,0.0,0.0,
Europe,3,Neglected tropical diseases and malaria,Malaria,0.0,0.0,0.0,
Europe,3,Neglected tropical diseases and malaria,Zika virus,0.0,0.0,0.0,
Europe,3,Neglected tropical diseases and malaria,Dengue,0.0,0.0,0.0,
Europe,3,Neglected tropical diseases and malaria,Ebola,0.0,0.0,0.0,
Europe,3,Neglected tropical diseases and malaria,Food-borne trematodiases,0.0,0.0,0.0,
Europe,3,Neglected tropical diseases and malaria,Onchocerciasis,0.0,0.0,0.0,
Europe,3,Neglected tropical diseases and malaria,Schistosomiasis,0.0,0.0,0.0,
Europe,3,Neglected tropical diseases and malaria,Trachoma,0.0,0.0,0.0,
Europe,3,Neoplasms,Prostate cancer,0.0,0.0008,0.0008,0.0
Europe,3,Neoplasms,Colon and rectum cancer,0.0,0.0004,0.0004,0.0
Europe,3,Neoplasms,Breast cancer,0.0,0.0003,0.0003,0.0477
Europe,3,Neoplasms,"Tracheal, bronchus, and lung cancer",0.0,0.0003,0.0003,0.0
Europe,3,Neoplasms,Bladder cancer,0.0,0.0002,0.0002,0.0399
Europe,3,Neoplasms,Other non-Hodgkin lymphoma,0.0,0.0002,0.0002,0.0369
Europe,3,Neoplasms,Uterine cancer,0.0,0.0001,0.0001,0.0451
Europe,3,Neoplasms,Ovarian cancer,0.0,0.0001,0.0001,0.0629
Europe,3,Neoplasms,Stomach cancer,0.0,0.0001,0.0001,0.0
Europe,3,Neoplasms,Multiple myeloma,0.0,0.0001,0.0001,0.049
Europe,3,Neoplasms,Chronic lymphoid leukemia,0.0,0.0001,0.0001,0.0291
Europe,3,Neoplasms,Kidney cancer,0.0,0.0001,0.0001,0.0893
Europe,3,Neoplasms,Pancreatic cancer,0.0,0.0001,0.0001,0.16
Europe,3,Neoplasms,Cervical cancer,0.0,0.0001,0.0001,0.0703
Europe,3,Neoplasms,Lip and oral cavity cancer,0.0,0.0001,0.0001,0.0845
Europe,3,Neoplasms,Malignant skin melanoma,0.0,0.0001,0.0001,0.0661
Europe,3,Neoplasms,Brain and central nervous system cancer,0.0,0.0001,0.0,0.1086
Europe,3,Neoplasms,Other malignant neoplasms,0.0,0.0001,0.0,0.1137
Europe,3,Neoplasms,Larynx cancer,0.0,0.0,0.0,0.066
Europe,3,Neoplasms,Esophageal cancer,0.0,0.0,0.0,0.13
Europe,3,Neoplasms,Other pharynx cancer,0.0,0.0,0.0,0.1159
Europe,3,Neoplasms,Soft tissue and other extraosseous sarcomas,0.0,0.0,0.0,0.0538
Europe,3,Neoplasms,Acute myeloid leukemia,0.0,0.0,0.0,0.132
Europe,3,Neoplasms,Gallbladder and biliary tract cancer,0.0,0.0,0.0,0.1463
Europe,3,Neoplasms,Testicular cancer,0.0,0.0,0.0,0.0268
Europe,3,Neoplasms,Thyroid cancer,0.0,0.0,0.0,0.0423
Europe,3,Neoplasms,Other leukemia,0.0,0.0,0.0,0.0309
Europe,3,Neoplasms,Malignant neoplasm of bone and articular cartilage,0.0,0.0,0.0,0.0306
Europe,3,Neoplasms,Liver cancer due to hepatitis C,0.0,0.0,0.0,0.1553
Europe,3,Neoplasms,Liver cancer due to alcohol use,0.0,0.0,0.0,0.154
Europe,3,Neoplasms,Hodgkin lymphoma,0.0,0.0,0.0,0.0471
Europe,3,Neoplasms,Acute lymphoid leukemia,0.0,0.0,0.0,0.0487
Europe,3,Neoplasms,Mesothelioma,0.0,0.0,0.0,0.1111
Europe,3,Neoplasms,Other eye cancers,0.0,0.0,0.0,0.0434
Europe,3,Neoplasms,Liver cancer due to hepatitis B,0.0,0.0,0.0,0.154
Europe,3,Neoplasms,Chronic myeloid leukemia,0.0,0.0,0.0,0.1284
Europe,3,Neoplasms,Non-melanoma skin cancer (squamous-cell carcinoma),0.0,0.0,0.0,0.0
Europe,3,Neoplasms,Nasopharynx cancer,0.0,0.0,0.0,0.0784
Europe,3,Neoplasms,Burkitt lymphoma,0.0,0.0,0.0,0.055
Europe,3,Neoplasms,Liver cancer due to NASH,0.0,0.0,0.0,0.1556
Europe,3,Neoplasms,Neuroblastoma and other peripheral nervous cell tumors,0.0,0.0,0.0,0.074
Europe,3,Neoplasms,Liver cancer due to other causes,0.0,0.0,0.0,0.1536
Europe,3,Neoplasms,Retinoblastoma,0.0,0.0,0.0,0.0077
Europe,3,Neoplasms,Hepatoblastoma,0.0,0.0,0.0,0.0111
Europe,3,Neurological disorders,Migraine,0.0,0.0197,0.0197,0.0
Europe,3,Neurological disorders,Alzheimer's disease and other dementias,0.0,0.0076,0.0076,0.0
Europe,3,Neurological disorders,Tension-type headache,0.0,0.0027,0.0027,0.0
Europe,3,Neurological disorders,Idiopathic epilepsy,0.0012,0.0022,0.001,0.5334
Europe,3,Neurological disorders,Parkinson's disease,0.0,0.0011,0.0011,0.0
Europe,3,Neurological disorders,Multiple sclerosis,0.0001,0.0006,0.0005,0.1526
Europe,3,Neurological disorders,Motor neuron disease,0.0,0.0,0.0,0.1575
Europe,3,Neurological disorders,Other neurological disorders,0.0,0.0,0.0,0.0
Europe,3,Nutritional deficiencies,Iodine deficiency,0.0,0.0,0.0,0.0
Europe,3,Nutritional deficiencies,Vitamin A deficiency,0.0,0.0,0.0,0.0
Europe,3,Nutritional deficiencies,Protein-energy malnutrition,0.0,0.0,0.0,0.0
Europe,3,Other infectious diseases,Meningitis,0.0,0.0,0.0,0.0005
Europe,3,Other infectious diseases,Encephalitis,0.0,0.0,0.0,0.0017
Europe,3,Other infectious diseases,Other unspecified infectious diseases,0.0,0.0,0.0,0.0
Europe,3,Other infectious diseases,Tetanus,0.0,0.0,0.0,0.3621
Europe,3,Other non-communicable diseases,Other gynecological diseases,0.0,0.0081,0.0081,0.0
Europe,3,Other non-communicable diseases,Congenital musculoskeletal and limb anomalies,0.0,0.0014,0.0014,0.0
Europe,3,Other non-communicable diseases,Endometriosis,0.0,0.0005,0.0005,0.0
Europe,3,Other non-communicable diseases,Other congenital birth defects,0.0,0.0002,0.0002,0.0
Europe,3,Other non-communicable diseases,Other chromosomal abnormalities,0.0,0.0002,0.0002,0.0266
Europe,3,Other non-communicable diseases,Congenital heart anomalies,0.0,0.0001,0.0001,0.0
Europe,3,Other non-communicable diseases,Down syndrome,0.0,0.0001,0.0001,0.0032
Europe,3,Other non-communicable diseases,Neural tube defects,0.0,0.0001,0.0001,0.0694
Europe,3,Other non-communicable diseases,Urogenital congenital anomalies,0.0,0.0001,0.0001,0.0
Europe,3,Other non-communicable diseases,Thyroid diseases,0.0,0.0,0.0,0.0
Europe,3,Other non-communicable diseases,Other hemoglobinopathies and hemolytic anemias,0.0,0.0,0.0,0.0
Europe,3,Other non-communicable diseases,Uterine fibroids,0.0,0.0,0.0,0.0
Europe,3,Other non-communicable diseases,Sickle cell disorders,0.0,0.0,0.0,0.0613
Europe,3,Other non-communicable diseases,Thalassemias,0.0,0.0,0.0,0.0
Europe,3,Other non-communicable diseases,Digestive congenital anomalies,0.0,0.0,0.0,0.0
Europe,3,Other non-communicable diseases,G6PD deficiency,0.0,0.0,0.0,0.0
Europe,3,Respiratory infections and tuberculosis,COVID-19,0.0003,0.0071,0.0068,0.0411
Europe,3,Respiratory infections and tuberculosis,Drug-susceptible tuberculosis,0.0,0.0002,0.0002,0.0
Europe,3,Respiratory infections and tuberculosis,Multidrug-resistant tuberculosis without extensive drug resistance,0.0,0.0,0.0,0.0
Europe,3,Respiratory infections and tuberculosis,Otitis media,0.0,0.0,0.0,0.0
Europe,3,Respiratory infections and tuberculosis,Extensively drug-resistant tuberculosis,0.0,0.0,0.0,0.0
Europe,3,Respiratory infections and tuberculosis,Upper respiratory infections,0.0,0.0,0.0,0.0
Europe,3,Respiratory infections and tuberculosis,Lower respiratory infections,0.0,0.0,0.0,0.0
Europe,3,Sense organ diseases,Age-related and other hearing loss,0.0,0.0056,0.0056,0.0
Europe,3,Sense organ diseases,Cataract,0.0,0.002,0.002,0.0
Europe,3,Sense organ diseases,Other vision loss,0.0,0.002,0.002,0.0
Europe,3,Sense organ diseases,Refraction disorders,0.0,0.0014,0.0014,0.0
Europe,3,Sense organ diseases,Glaucoma,0.0,0.0008,0.0008,0.0
Europe,3,Sense organ diseases,Age-related macular degeneration,0.0,0.0007,0.0007,0.0
Europe,3,Skin and subcutaneous diseases,Psoriasis,0.0009,0.0021,0.0012,0.4359
Europe,3,Skin and subcutaneous diseases,Atopic dermatitis,0.0003,0.002,0.0017,0.1609
Europe,3,Skin and subcutaneous diseases,Urticaria,0.0,0.0017,0.0017,0.0
Europe,3,Skin and subcutaneous diseases,Contact dermatitis,0.0,0.0008,0.0008,0.0
Europe,3,Skin and subcutaneous diseases,Acne vulgaris,0.0,0.0004,0.0004,0.0
Europe,3,Substance use disorders,Alcohol use disorders,0.0013,0.0032,0.002,0.3915
Europe,3,Substance use disorders,Opioid use disorders,0.0012,0.0022,0.001,0.5519
Europe,3,Substance use disorders,Amphetamine use disorders,0.0,0.0004,0.0004,0.013
Europe,3,Substance use disorders,Cannabis use disorders,0.0,0.0002,0.0002,0.0
Europe,3,Substance use disorders,Cocaine use disorders,0.0,0.0002,0.0002,0.0145
